,Server_Utilization_Rate_Percent,IT_Equipment_Energy_kWh,Total_Facility_Energy_kWh,PUE_Power_Usage_Effectiveness,DCiE_Data_Center_Infrastructure_Efficiency_Percent,Grid_Carbon_Intensity_gCO2eq_per_kWh,Scope_2_Emissions_kgCO2eq,CUE_Carbon_Usage_Effectiveness_kgCO2eq_per_kWh,WUE_Water_Usage_Effectiveness_L_per_kWh,ERF_Energy_Reuse_Factor,Scope_1_Emissions_kgCO2eq,Scope_3_Emissions_Embodied_Carbon_kgCO2eq,E_Waste_Diversion_Rate_Percent,VM_Density_VMs_per_Host,ITEU_IT_Equipment_Utilization_Percent,Compute_Density_kW_per_Rack,Network_Equipment_Power_Percent_of_IT,ASHRAE_Thermal_Guideline_Conformance_Percent,Delta_T_Across_Racks_C,Cooling_System_Efficiency_kW_per_Ton,CFE_24_7_Carbon_Free_Energy_Score_Percent,Power_Factor,UPS_System_Efficiency_Percent,Server_Refresh_Cycle_Years,Circular_Economy_Percentage,Waste_Diversion_Rate_Percent,Scope_3_Water_Processing_Emissions_kgCO2eq
22/07/25 12:45,77.02,393.21,568.42,1.45,69.18,200.23,113.82,0.29,0.18,0.05,0,4.28,99.8,8,73.17,15.85,12.9,100,13.08,0.26,73.3,0.98,98.72,5.5,22,92,0.04
22/07/25 13:00,72.49,370.11,538.23,1.45,68.77,181.28,97.57,0.26,0.21,0.06,0,4.28,99.8,7,68.86,15.62,13.89,100,12.9,0.26,75.83,0.98,98.67,5.5,22,92,0.04
22/07/25 13:15,74.78,383.93,554.44,1.44,69.25,161.32,89.44,0.23,0.18,0.06,0,4.28,99.8,7,71.04,15.74,12.41,100,12.99,0.26,78.49,0.99,98.52,5.5,22,92,0.03
22/07/25 13:30,74.65,381.95,554.62,1.45,68.87,172.53,95.69,0.25,0.2,0.05,0,4.28,99.8,7,70.91,15.73,13.16,100,12.99,0.26,77,0.99,98.75,5.5,22,92,0.04
22/07/25 13:45,76.09,395.26,573.6,1.45,68.91,163.67,93.88,0.24,0.19,0.05,0,4.28,99.8,6,72.28,15.8,12.77,100,13.04,0.26,78.18,0.98,98.72,5.5,22,92,0.04
22/07/25 14:00,71.42,364.01,530.82,1.46,68.58,166.19,88.22,0.24,0.19,0.06,0,4.28,99.8,8,67.85,15.57,12.43,95,12.86,0.26,77.84,0.99,98.79,5.5,22,92,0.04
22/07/25 14:15,72.31,373.98,549.79,1.47,69.08,170.43,92.26,0.25,0.2,0.06,0,4.28,99.8,6,68.69,15.62,13.92,95,12.89,0.26,77.28,0.99,98.78,5.5,22,92,0.04
22/07/25 14:30,69.91,358.25,537.01,1.5,68.8,149.46,77.83,0.22,0.2,0.06,0,4.28,99.8,5,66.42,15.5,13.6,95,12.8,0.25,80.07,0.98,98.96,5.5,22,92,0.04
22/07/25 14:45,71.88,366.52,560.67,1.53,68.44,172.13,92.19,0.25,0.19,0.05,0,4.28,99.8,6,68.29,15.59,13.7,95,12.88,0.24,77.05,0.98,98.57,5.5,22,92,0.04
22/07/25 15:00,72.01,365.53,568.45,1.56,68.32,142.36,76.17,0.21,0.21,0.05,0,4.28,99.8,8,68.41,15.6,12.63,95,12.88,0.24,81.02,0.98,98.62,5.5,22,92,0.04
22/07/25 15:15,71.93,365.37,575.13,1.57,68.49,146.2,77.99,0.21,0.19,0.05,0,4.28,99.8,7,68.34,15.6,12.78,95,12.88,0.24,80.51,0.98,98.52,5.5,22,92,0.03
22/07/25 15:30,71.5,372.48,591.35,1.59,68.89,162.6,87.91,0.24,0.18,0.06,0,4.28,99.8,7,67.93,15.58,12.72,95,12.86,0.23,78.32,0.99,98.86,5.5,22,92,0.03
22/07/25 15:45,67.63,348.23,568,1.63,68.01,144.68,74.07,0.21,0.21,0.05,0,4.28,99.8,6,64.25,15.38,13.51,95,12.71,0.22,80.71,0.99,98.7,5.5,22,92,0.04
22/07/25 16:00,65.39,334.42,551.41,1.65,68.23,136.43,66.87,0.2,0.21,0.06,0,4.28,99.8,6,62.12,15.27,13.63,95,12.62,0.22,81.81,0.98,98.69,5.5,22,92,0.03
22/07/25 16:15,68.91,355.39,592.91,1.67,68.37,138.12,71.8,0.2,0.18,0.05,0,4.28,99.8,7,65.46,15.45,12.74,95,12.76,0.22,81.58,0.99,98.72,5.5,22,92,0.03
22/07/25 16:30,70.14,356.85,601.88,1.69,68.55,122.42,63.73,0.18,0.2,0.06,0,4.28,99.8,6,66.63,15.51,13.87,95,12.81,0.21,83.68,0.99,98.69,5.5,22,92,0.04
22/07/25 16:45,65.36,340.85,587.67,1.72,67.97,138.46,69.44,0.2,0.18,0.06,0,4.28,99.8,5,62.09,15.27,13.7,95,12.61,0.21,81.54,0.99,98.74,5.5,22,92,0.03
22/07/25 17:00,64.87,335.78,586.19,1.75,68.02,129.73,64.04,0.19,0.2,0.06,0,4.28,99.8,5,61.62,15.24,12.15,95,12.59,0.2,82.7,0.99,98.97,5.5,22,92,0.03
22/07/25 17:15,65.46,338.51,598.5,1.77,68.05,139.68,69.48,0.21,0.19,0.05,0,4.28,99.8,7,62.19,15.27,12.5,95,12.62,0.2,81.38,0.98,98.61,5.5,22,92,0.03
22/07/25 17:30,66.95,339.79,609.28,1.79,67.97,139.72,69.85,0.21,0.22,0.05,0,4.28,99.8,7,63.6,15.35,13.77,95,12.68,0.19,81.37,0.98,98.62,5.5,22,92,0.04
22/07/25 17:45,69.03,356.98,643.54,1.8,68.47,132.73,69.2,0.19,0.19,0.06,0,4.28,99.8,6,65.57,15.45,13.03,95,12.76,0.19,82.3,0.99,98.86,5.5,22,92,0.03
22/07/25 18:00,66.8,342,627.07,1.83,68.17,132.87,66.66,0.19,0.21,0.05,0,4.28,99.8,7,63.46,15.34,13.86,95,12.67,0.18,82.28,0.99,98.99,5.5,22,92,0.04
22/07/25 18:15,69.46,362.18,526,1.45,68.86,123.35,64.88,0.18,0.19,0.06,0,4.28,99.8,5,65.99,15.47,13.19,100,12.78,0.26,83.55,0.99,98.73,5.5,22,92,0.04
22/07/25 18:30,69.68,359.74,526.96,1.46,68.27,120.07,63.27,0.18,0.22,0.06,0,4.28,99.8,6,66.2,15.48,13.54,100,12.79,0.26,83.99,0.98,98.62,5.5,22,92,0.04
22/07/25 18:45,64.13,330.07,485.83,1.47,67.94,131.76,64.01,0.19,0.22,0.05,0,4.28,99.8,7,60.92,15.21,13.79,100,12.57,0.26,82.43,0.98,98.81,5.5,22,92,0.04
22/07/25 19:00,67.57,348.68,511.59,1.47,68.16,118.62,60.69,0.17,0.22,0.05,0,4.28,99.8,7,64.19,15.38,13.53,100,12.7,0.26,84.18,0.99,98.68,5.5,22,92,0.04
22/07/25 19:15,69.39,361.14,526.77,1.46,68.56,115.61,60.9,0.17,0.19,0.06,0,4.28,99.8,6,65.92,15.47,12.67,100,12.78,0.26,84.59,0.99,98.82,5.5,22,92,0.03
22/07/25 19:30,69.53,353.02,517.27,1.47,68.25,125.12,64.72,0.18,0.18,0.06,0,4.28,99.8,5,66.05,15.48,13.51,100,12.78,0.26,83.32,0.99,98.75,5.5,22,92,0.03
22/07/25 19:45,65.72,339.21,498.34,1.47,68.07,130.7,65.13,0.19,0.19,0.05,0,4.28,99.8,5,62.44,15.29,12.41,100,12.63,0.26,82.57,0.98,98.54,5.5,22,92,0.03
22/07/25 20:00,68.08,348.06,508.74,1.46,68.42,117.48,59.77,0.17,0.19,0.05,0,4.28,99.8,6,64.67,15.4,13.87,100,12.72,0.26,84.34,0.99,98.83,5.5,22,92,0.03
22/07/25 20:15,70.35,364.5,532.74,1.46,68.42,132.34,70.5,0.19,0.19,0.06,0,4.28,99.8,6,66.83,15.52,13.35,100,12.81,0.26,82.35,0.99,98.57,5.5,22,92,0.03
22/07/25 20:30,68.99,355.58,521.59,1.47,68.17,140.23,73.14,0.21,0.18,0.05,0,4.28,99.8,7,65.54,15.45,13.24,100,12.76,0.26,81.3,0.98,98.56,5.5,22,92,0.03
22/07/25 20:45,68.71,349.55,511.4,1.46,68.35,123.92,63.37,0.18,0.19,0.05,0,4.28,99.8,5,65.27,15.44,12.3,100,12.75,0.26,83.48,0.98,98.69,5.5,22,92,0.03
22/07/25 21:00,70.17,364.96,533,1.46,68.47,126.26,67.3,0.18,0.19,0.06,0,4.28,99.8,8,66.67,15.51,12.02,100,12.81,0.26,83.17,0.98,98.83,5.5,22,92,0.03
22/07/25 21:15,70.69,367.09,532.6,1.45,68.93,125.82,67.01,0.18,0.21,0.05,0,4.28,99.8,7,67.16,15.53,12.18,100,12.83,0.26,83.22,0.98,98.64,5.5,22,92,0.04
22/07/25 21:30,72.24,369.99,537.23,1.45,68.87,137.24,73.73,0.2,0.21,0.05,0,4.28,99.8,6,68.63,15.61,13.1,100,12.89,0.26,81.7,0.99,98.94,5.5,22,92,0.04
22/07/25 21:45,68.13,354.26,515.55,1.46,68.72,157.69,81.3,0.23,0.2,0.06,0,4.28,99.8,6,64.73,15.41,13.64,100,12.73,0.26,78.97,0.99,98.83,5.5,22,92,0.04
22/07/25 22:00,70.53,358.36,524.88,1.46,68.27,166.32,87.3,0.24,0.2,0.06,0,4.28,99.8,7,67,15.53,13.72,100,12.82,0.26,77.82,0.98,98.9,5.5,22,92,0.04
22/07/25 22:15,74.23,384.25,558.08,1.45,68.85,176.29,98.38,0.26,0.19,0.06,0,4.28,99.8,6,70.51,15.71,12.71,100,12.97,0.26,76.49,0.98,98.57,5.5,22,92,0.04
22/07/25 22:30,70.93,364.16,530.49,1.46,68.65,160.39,85.08,0.23,0.19,0.05,0,4.28,99.8,8,67.38,15.55,13.59,100,12.84,0.26,78.61,0.99,98.61,5.5,22,92,0.03
22/07/25 22:45,71.27,371.04,538.21,1.45,68.94,145.82,78.48,0.21,0.22,0.06,0,4.28,99.8,7,67.71,15.56,13.72,100,12.85,0.26,80.56,0.98,98.7,5.5,22,92,0.04
22/07/25 23:00,76.47,394.71,571.79,1.45,69.03,198.74,113.64,0.29,0.21,0.05,0,4.28,99.8,7,72.64,15.82,13.38,100,13.06,0.26,73.5,0.98,98.8,5.5,22,92,0.04
22/07/25 23:15,76.56,390.46,563.34,1.44,69.31,198.54,111.85,0.29,0.19,0.05,0,4.28,99.8,8,72.73,15.83,12.5,100,13.06,0.26,73.53,0.99,98.82,5.5,22,92,0.04
22/07/25 23:30,73.24,378.38,550.51,1.45,68.73,183.22,100.86,0.27,0.19,0.05,0,4.28,99.8,8,69.58,15.66,13.28,100,12.93,0.26,75.57,0.99,98.73,5.5,22,92,0.04
22/07/25 23:45,72.63,373.65,541.53,1.45,69,170.52,92.34,0.25,0.19,0.06,0,4.28,99.8,8,69,15.63,12.77,100,12.91,0.26,77.26,0.98,98.54,5.5,22,92,0.04
23/07/25 0:00,78.18,396.51,573.83,1.45,69.1,211.42,121.32,0.31,0.2,0.05,0,4.28,99.8,8,74.27,15.91,12.19,100,13.13,0.26,71.81,0.99,98.9,5.5,22,92,0.04
23/07/25 0:15,78.59,405.98,584.84,1.44,69.42,188.49,110.23,0.27,0.21,0.05,0,4.28,99.8,8,74.66,15.93,13.93,100,13.14,0.26,74.87,0.98,98.88,5.5,22,92,0.04
23/07/25 0:30,79.61,409.99,592.79,1.45,69.16,198.1,117.43,0.29,0.21,0.05,0,4.28,99.8,6,75.63,15.98,12.29,100,13.18,0.26,73.59,0.99,98.95,5.5,22,92,0.04
23/07/25 0:45,82.54,420.14,603.75,1.44,69.59,211.79,127.87,0.3,0.18,0.06,0,4.28,99.8,7,78.41,16.13,13.5,100,13.3,0.26,71.76,0.98,98.76,5.5,22,92,0.04
23/07/25 1:00,80.83,418.3,598.83,1.43,69.85,207.87,124.48,0.3,0.21,0.05,0,4.28,99.8,7,76.79,16.04,12.18,100,13.23,0.26,72.28,0.99,98.68,5.5,22,92,0.04
23/07/25 1:15,79.32,403.89,581.46,1.44,69.46,224.54,130.56,0.32,0.19,0.06,0,4.28,99.8,7,75.36,15.97,13.1,100,13.17,0.26,70.06,0.99,98.84,5.5,22,92,0.04
23/07/25 1:30,82.46,419.27,603.81,1.44,69.44,211.55,127.74,0.3,0.21,0.05,0,4.28,99.8,8,78.33,16.12,13.31,100,13.3,0.26,71.79,0.98,98.66,5.5,22,92,0.04
23/07/25 1:45,84.29,430.94,615.28,1.43,70.04,217.06,133.55,0.31,0.2,0.06,0,4.28,99.8,7,80.08,16.21,13.34,100,13.37,0.26,71.06,0.98,98.72,5.5,22,92,0.04
23/07/25 2:00,85.13,435.92,625.96,1.44,69.64,249.52,156.19,0.36,0.19,0.06,0,4.28,99.8,7,80.87,16.26,12.13,100,13.41,0.26,66.73,0.99,98.97,5.5,22,92,0.04
23/07/25 2:15,83.78,425.94,610.63,1.43,69.75,227.17,138.71,0.33,0.2,0.06,0,4.28,99.8,8,79.59,16.19,13.7,100,13.35,0.26,69.71,0.98,98.53,5.5,22,92,0.04
23/07/25 2:30,85.13,440.49,628.8,1.43,70.05,234.31,147.33,0.33,0.21,0.06,0,4.28,99.8,8,80.87,16.26,12.14,100,13.41,0.26,68.76,0.99,98.65,5.5,22,92,0.05
23/07/25 2:45,82.33,419.76,602.15,1.43,69.71,227.45,136.96,0.33,0.2,0.05,0,4.28,99.8,8,78.22,16.12,12.07,100,13.29,0.26,69.67,0.99,98.65,5.5,22,92,0.04
23/07/25 3:00,84.75,430.59,618.87,1.44,69.58,257.29,159.23,0.37,0.21,0.06,0,4.28,99.8,9,80.51,16.24,13.03,100,13.39,0.26,65.7,0.99,98.61,5.5,22,92,0.04
23/07/25 3:15,87.77,448.93,642.23,1.43,69.9,240.05,154.17,0.34,0.2,0.06,0,4.28,99.8,9,83.38,16.39,13.73,100,13.51,0.26,67.99,0.98,98.99,5.5,22,92,0.04
23/07/25 3:30,87.59,451,644.18,1.43,70.01,254.62,164.02,0.36,0.21,0.05,0,4.28,99.8,9,83.21,16.38,13.46,100,13.5,0.26,66.05,0.98,98.75,5.5,22,92,0.05
23/07/25 3:45,88.07,449.34,640.66,1.43,70.14,252.18,161.56,0.36,0.2,0.05,0,4.28,99.8,7,83.67,16.4,12.44,100,13.52,0.26,66.38,0.98,98.94,5.5,22,92,0.04
23/07/25 4:00,88.47,455.41,647.41,1.42,70.34,282.71,183.03,0.4,0.19,0.05,0,4.28,99.8,7,84.05,16.42,13.98,100,13.54,0.27,62.31,0.98,98.89,5.5,22,92,0.04
23/07/25 4:15,85.96,436.44,624.93,1.43,69.84,268.78,167.97,0.38,0.21,0.05,0,4.28,99.8,8,81.67,16.3,13.48,100,13.44,0.26,64.16,0.99,98.57,5.5,22,92,0.05
23/07/25 4:30,85.45,437.31,625.11,1.43,69.96,258.47,161.57,0.37,0.22,0.06,0,4.28,99.8,9,81.17,16.27,13.92,100,13.42,0.26,65.54,0.98,98.53,5.5,22,92,0.05
23/07/25 4:45,86.88,443.97,632.18,1.42,70.23,258.2,163.23,0.37,0.2,0.06,0,4.28,99.8,9,82.54,16.34,13.09,100,13.48,0.27,65.57,0.98,98.94,5.5,22,92,0.04
23/07/25 5:00,88.89,456.32,650.87,1.43,70.11,286,186.14,0.41,0.21,0.05,0,4.28,99.8,8,84.45,16.44,13.4,100,13.56,0.26,61.87,0.99,98.58,5.5,22,92,0.05
23/07/25 5:15,87.49,450.2,643.76,1.43,69.93,275.06,177.07,0.39,0.19,0.06,0,4.28,99.8,7,83.11,16.37,12.69,100,13.5,0.26,63.32,0.98,98.94,5.5,22,92,0.04
23/07/25 5:30,87.69,444.96,633.76,1.42,70.21,280.45,177.74,0.4,0.19,0.05,0,4.28,99.8,8,83.31,16.38,13.39,100,13.51,0.27,62.61,0.98,98.62,5.5,22,92,0.04
23/07/25 5:45,87.32,450.9,641.99,1.42,70.23,291.32,187.03,0.41,0.21,0.05,0,4.28,99.8,8,82.95,16.37,13.97,100,13.49,0.27,61.16,0.99,98.67,5.5,22,92,0.05
23/07/25 6:00,88.88,458.27,651.49,1.42,70.34,290.62,189.34,0.41,0.19,0.05,0,4.28,99.8,8,84.44,16.44,13.09,100,13.56,0.27,61.25,0.98,98.72,5.5,22,92,0.04
23/07/25 6:15,92.14,469,668.57,1.43,70.15,299.72,200.38,0.43,0.19,0.05,0,4.28,99.8,8,87.53,16.61,13.52,100,13.69,0.26,60.04,0.98,98.67,5.5,22,92,0.04
23/07/25 6:30,92.28,476.14,675.97,1.42,70.44,268,181.16,0.38,0.19,0.05,0,4.28,99.8,9,87.66,16.61,12.88,100,13.69,0.27,64.27,0.98,98.98,5.5,22,92,0.05
23/07/25 6:45,92.1,470.67,669.71,1.42,70.28,293.75,196.73,0.42,0.21,0.05,0,4.28,99.8,10,87.49,16.6,12.94,100,13.68,0.27,60.83,0.98,98.61,5.5,22,92,0.05
23/07/25 7:00,87.41,450.62,643.42,1.43,70.04,271.12,174.45,0.39,0.21,0.06,0,4.28,99.8,8,83.04,16.37,13.67,100,13.5,0.26,63.85,0.98,98.97,5.5,22,92,0.05
23/07/25 7:15,87.4,446.86,640.15,1.43,69.81,287.55,184.07,0.41,0.19,0.06,0,4.28,99.8,7,83.03,16.37,13.87,100,13.5,0.26,61.66,0.98,98.83,5.5,22,92,0.04
23/07/25 7:30,86.52,438.44,629.52,1.44,69.65,272.83,171.75,0.39,0.18,0.05,0,4.28,99.8,7,82.2,16.33,12.81,100,13.46,0.26,63.62,0.98,98.88,5.5,22,92,0.04
23/07/25 7:45,89.93,458.99,652.51,1.42,70.34,261.12,170.38,0.37,0.19,0.05,0,4.28,99.8,9,85.43,16.5,13.38,100,13.6,0.27,65.18,0.98,98.99,5.5,22,92,0.04
23/07/25 8:00,88.15,452.73,644.44,1.42,70.25,259.91,167.5,0.37,0.2,0.05,0,4.28,99.8,7,83.74,16.41,12.87,100,13.53,0.27,65.35,0.99,98.86,5.5,22,92,0.05
23/07/25 8:15,91.24,462.8,660.08,1.43,70.11,271.23,179.03,0.39,0.19,0.05,0,4.28,99.8,9,86.68,16.56,13.26,100,13.65,0.26,63.84,0.98,98.56,5.5,22,92,0.04
23/07/25 8:30,88.83,458.32,653.29,1.43,70.16,278.4,181.87,0.4,0.22,0.05,0,4.28,99.8,7,84.38,16.44,13.19,100,13.55,0.26,62.88,0.99,98.52,5.5,22,92,0.05
23/07/25 8:45,89.65,454.28,646.87,1.42,70.23,282.21,182.55,0.4,0.19,0.05,0,4.28,99.8,9,85.17,16.48,12.28,100,13.59,0.27,62.37,0.99,98.51,5.5,22,92,0.04
23/07/25 9:00,89.53,462.27,660.08,1.43,70.03,254.21,167.8,0.36,0.2,0.05,0,4.28,99.8,7,85.06,16.48,12.7,100,13.58,0.26,66.1,0.99,98.93,5.5,22,92,0.05
23/07/25 9:15,86.87,439.34,629.3,1.43,69.81,242.46,152.58,0.35,0.19,0.06,0,4.28,99.8,7,82.52,16.34,12.84,100,13.47,0.26,67.67,0.98,98.73,5.5,22,92,0.04
23/07/25 9:30,87.19,441.55,629.77,1.43,70.11,251.63,158.47,0.36,0.19,0.05,0,4.28,99.8,9,82.83,16.36,13.09,100,13.49,0.26,66.45,0.99,98.84,5.5,22,92,0.04
23/07/25 9:45,87.75,444.87,637.75,1.43,69.76,270.49,172.5,0.39,0.18,0.06,0,4.28,99.8,9,83.37,16.39,12.39,100,13.51,0.26,63.93,0.99,98.94,5.5,22,92,0.04
23/07/25 10:00,86.05,439.5,629.65,1.43,69.8,236.17,148.7,0.34,0.21,0.05,0,4.28,99.8,7,81.75,16.3,13.43,100,13.44,0.26,68.51,0.98,98.94,5.5,22,92,0.05
23/07/25 10:15,87.46,444.85,638.27,1.43,69.7,238.02,151.92,0.34,0.19,0.06,0,4.28,99.8,8,83.09,16.37,12.08,100,13.5,0.26,68.26,0.98,98.67,5.5,22,92,0.04
23/07/25 10:30,84.68,433.15,623,1.44,69.53,246.18,153.37,0.35,0.2,0.06,0,4.28,99.8,8,80.44,16.23,13.57,100,13.39,0.26,67.18,0.98,98.97,5.5,22,92,0.04
23/07/25 10:45,82.9,427.52,613.52,1.44,69.68,241.69,148.28,0.35,0.22,0.05,0,4.28,99.8,8,78.75,16.14,12.8,100,13.32,0.26,67.77,0.99,98.88,5.5,22,92,0.05
23/07/25 11:00,79.7,408.84,589.14,1.44,69.4,216.25,127.4,0.31,0.2,0.05,0,4.28,99.8,8,75.72,15.99,13.61,100,13.19,0.26,71.17,0.98,98.86,5.5,22,92,0.04
23/07/25 11:15,80.08,409.84,589.3,1.44,69.55,221.11,130.3,0.32,0.2,0.06,0,4.28,99.8,8,76.08,16,12.58,100,13.2,0.26,70.52,0.99,98.64,5.5,22,92,0.04
23/07/25 11:30,82.73,418.85,601.7,1.44,69.61,217.55,130.9,0.31,0.2,0.05,0,4.28,99.8,9,78.6,16.14,12.95,100,13.31,0.26,70.99,0.99,98.89,5.5,22,92,0.04
23/07/25 11:45,83.45,425.59,611.25,1.44,69.63,202.52,123.79,0.29,0.2,0.06,0,4.28,99.8,9,79.27,16.17,13.15,100,13.34,0.26,73,0.98,98.75,5.5,22,92,0.04
23/07/25 12:00,77.14,392.46,568.5,1.45,69.03,197.11,112.05,0.29,0.18,0.05,0,4.28,99.8,6,73.28,15.86,13.64,100,13.09,0.26,73.72,0.98,98.95,5.5,22,92,0.04
23/07/25 12:15,78.05,401.02,581.08,1.45,69.01,194.09,112.78,0.28,0.19,0.06,0,4.28,99.8,6,74.15,15.9,12.37,100,13.12,0.26,74.12,0.99,98.96,5.5,22,92,0.04
23/07/25 12:30,81.24,416.52,599.51,1.44,69.48,194.54,116.63,0.28,0.2,0.05,0,4.28,99.8,8,77.18,16.06,12.84,100,13.25,0.26,74.06,0.99,98.81,5.5,22,92,0.04
23/07/25 12:45,77.29,400.85,578.25,1.44,69.32,200.65,116.03,0.29,0.21,0.05,0,4.28,99.8,8,73.42,15.86,12.95,100,13.09,0.26,73.25,0.98,98.68,5.5,22,92,0.04
23/07/25 13:00,74.98,389.02,561.04,1.44,69.34,162.12,90.95,0.23,0.19,0.06,0,4.28,99.8,6,71.23,15.75,13.71,100,13,0.26,78.38,0.99,98.57,5.5,22,92,0.04
23/07/25 13:15,74.85,379.39,551.79,1.45,68.76,175.62,96.9,0.26,0.18,0.05,0,4.28,99.8,7,71.1,15.74,13.95,100,12.99,0.26,76.58,0.99,98.62,5.5,22,92,0.03
23/07/25 13:30,78.81,404.38,583.33,1.44,69.32,184.76,107.77,0.27,0.19,0.06,0,4.28,99.8,8,74.87,15.94,13.08,100,13.15,0.26,75.37,0.98,98.88,5.5,22,92,0.04
23/07/25 13:45,78.36,402.25,578.77,1.44,69.5,190.3,110.14,0.27,0.21,0.05,0,4.28,99.8,7,74.44,15.92,13.05,100,13.13,0.26,74.63,0.98,98.97,5.5,22,92,0.04
23/07/25 14:00,76.67,398.13,574.21,1.44,69.34,170.53,97.92,0.25,0.19,0.06,0,4.28,99.8,8,72.83,15.83,13.82,100,13.07,0.26,77.26,0.98,98.96,5.5,22,92,0.04
23/07/25 14:15,72.31,370.65,541.13,1.46,68.5,160.64,86.93,0.23,0.21,0.05,0,4.28,99.8,7,68.7,15.62,12.22,100,12.89,0.26,78.58,0.98,98.61,5.5,22,92,0.04
23/07/25 14:30,73.68,381.73,554.64,1.45,68.82,167.61,92.96,0.24,0.19,0.06,0,4.28,99.8,6,70,15.68,12.36,100,12.95,0.26,77.65,0.98,98.95,5.5,22,92,0.04
23/07/25 14:45,74.75,381.77,552.77,1.45,69.07,156.78,86.67,0.23,0.19,0.06,0,4.28,99.8,6,71.01,15.74,13.73,100,12.99,0.26,79.1,0.99,98.95,5.5,22,92,0.04
23/07/25 15:00,69.61,361.94,530.45,1.47,68.23,144.47,76.63,0.21,0.19,0.06,0,4.28,99.8,7,66.13,15.48,12.15,100,12.78,0.26,80.74,0.99,98.9,5.5,22,92,0.03
23/07/25 15:15,73.55,373.88,544.92,1.46,68.61,124.57,67.88,0.18,0.2,0.05,0,4.28,99.8,8,69.87,15.68,12.3,100,12.94,0.26,83.39,0.99,98.77,5.5,22,92,0.04
23/07/25 15:30,71.9,368.94,536.25,1.45,68.8,163.25,87.54,0.24,0.22,0.06,0,4.28,99.8,8,68.31,15.6,13.73,100,12.88,0.26,78.23,0.98,98.62,5.5,22,92,0.04
23/07/25 15:45,75.53,391.04,565.1,1.45,69.2,153.28,86.62,0.22,0.18,0.05,0,4.28,99.8,6,71.75,15.78,13.92,100,13.02,0.26,79.56,0.98,98.53,5.5,22,92,0.04
23/07/25 16:00,71.41,365.64,533.68,1.46,68.51,123.06,65.68,0.18,0.21,0.05,0,4.28,99.8,8,67.84,15.57,13.08,100,12.86,0.26,83.59,0.99,98.7,5.5,22,92,0.04
23/07/25 16:15,72.66,377.76,547.68,1.45,68.97,131.96,72.27,0.19,0.2,0.05,0,4.28,99.8,6,69.02,15.63,12.34,100,12.91,0.26,82.41,0.99,98.89,5.5,22,92,0.04
23/07/25 16:30,73.89,382.84,555.55,1.45,68.91,149.03,82.79,0.22,0.2,0.05,0,4.28,99.8,6,70.2,15.69,13.34,100,12.96,0.26,80.13,0.99,98.62,5.5,22,92,0.04
23/07/25 16:45,70.56,365.83,532.87,1.46,68.65,128.1,68.26,0.19,0.19,0.05,0,4.28,99.8,6,67.03,15.53,12.9,100,12.82,0.26,82.92,0.99,98.89,5.5,22,92,0.03
23/07/25 17:00,71.66,372.13,540.24,1.45,68.88,111.37,60.17,0.16,0.21,0.06,0,4.28,99.8,7,68.07,15.58,12.39,100,12.87,0.26,85.15,0.98,98.76,5.5,22,92,0.04
23/07/25 17:15,70.24,360.97,527.7,1.46,68.4,134.51,70.98,0.2,0.2,0.05,0,4.28,99.8,8,66.73,15.51,12.85,100,12.81,0.26,82.07,0.98,98.61,5.5,22,92,0.04
23/07/25 17:30,69.99,364.95,530.63,1.45,68.78,115.2,61.13,0.17,0.21,0.06,0,4.28,99.8,6,66.49,15.5,13.9,100,12.8,0.26,84.64,0.99,98.91,5.5,22,92,0.04
23/07/25 17:45,69.65,357.63,523.2,1.46,68.35,120.52,63.06,0.18,0.2,0.06,0,4.28,99.8,6,66.17,15.48,13.61,100,12.79,0.26,83.93,0.98,98.79,5.5,22,92,0.04
23/07/25 18:00,70.84,368.5,536,1.45,68.75,120.44,64.56,0.18,0.22,0.05,0,4.28,99.8,6,67.3,15.54,12.72,100,12.83,0.26,83.94,0.98,98.63,5.5,22,92,0.04
23/07/25 18:15,69.51,355.37,519.48,1.46,68.41,104.83,54.46,0.15,0.2,0.06,0,4.28,99.8,6,66.03,15.48,12.81,100,12.78,0.26,86.02,0.99,98.93,5.5,22,92,0.03
23/07/25 18:30,68.46,354.77,519.25,1.46,68.32,102.46,53.2,0.15,0.21,0.05,0,4.28,99.8,7,65.04,15.42,13.37,100,12.74,0.26,86.34,0.99,98.88,5.5,22,92,0.04
23/07/25 18:45,68.51,353.09,516.39,1.46,68.38,120.92,62.44,0.18,0.19,0.06,0,4.28,99.8,6,65.09,15.43,12.36,100,12.74,0.26,83.88,0.99,98.57,5.5,22,92,0.03
23/07/25 19:00,67.89,344.97,506.14,1.47,68.16,124.89,63.21,0.18,0.22,0.06,0,4.28,99.8,6,64.49,15.39,13.39,100,12.72,0.26,83.35,0.99,98.75,5.5,22,92,0.04
23/07/25 19:15,68.27,351.02,514.27,1.47,68.26,125.48,64.53,0.18,0.21,0.05,0,4.28,99.8,7,64.86,15.41,13.07,100,12.73,0.26,83.27,0.99,98.9,5.5,22,92,0.04
23/07/25 19:30,70.76,362.72,528.75,1.46,68.6,140.37,74.22,0.2,0.2,0.06,0,4.28,99.8,7,67.22,15.54,12.53,100,12.83,0.26,81.28,0.99,98.63,5.5,22,92,0.04
